# energy dos
2.392100000000000115e+00 1.529000000000000081e-01
2.416100000000000136e+00 1.935000000000000053e-01
2.440100000000000158e+00 2.451000000000000123e-01
2.464100000000000179e+00 3.139000000000000123e-01
2.488100000000000200e+00 3.880000000000000115e-01
2.512100000000000222e+00 4.622999999999999887e-01
2.536100000000000243e+00 5.365999999999999659e-01
2.560100000000000264e+00 6.110999999999999766e-01
2.584100000000000286e+00 6.855999999999999872e-01
2.608100000000000307e+00 7.602999999999999758e-01
2.632100000000000328e+00 8.349999999999999645e-01
2.656100000000000350e+00 9.099000000000000421e-01
2.680100000000000371e+00 9.848999999999999977e-01
2.704100000000000392e+00 1.070899999999999963e+00
2.728100000000000414e+00 1.278699999999999948e+00
2.752100000000000435e+00 1.517200000000000104e+00
2.776100000000000456e+00 1.566400000000000015e+00
2.800100000000000477e+00 1.549600000000000088e+00
2.824100000000000499e+00 1.610400000000000054e+00
2.848100000000000520e+00 1.606300000000000061e+00
2.872099999999999653e+00 1.588100000000000067e+00
2.896099999999999675e+00 1.571299999999999919e+00
2.920099999999999696e+00 1.556000000000000050e+00
2.944099999999999717e+00 1.542100000000000026e+00
2.968099999999999739e+00 1.528599999999999959e+00
2.992099999999999760e+00 1.478399999999999936e+00
3.016099999999999781e+00 1.438299999999999912e+00
3.040099999999999802e+00 1.418299999999999894e+00
3.064099999999999824e+00 1.414600000000000080e+00
3.088099999999999845e+00 1.429899999999999949e+00
3.112099999999999866e+00 1.456900000000000084e+00
3.136099999999999888e+00 1.488599999999999923e+00
3.160099999999999909e+00 1.520499999999999963e+00
3.184099999999999930e+00 1.552499999999999991e+00
3.208099999999999952e+00 1.584699999999999998e+00
3.232099999999999973e+00 1.616999999999999993e+00
3.256099999999999994e+00 1.649599999999999955e+00
3.280100000000000016e+00 1.682299999999999907e+00
3.304100000000000037e+00 1.715100000000000069e+00
3.328100000000000058e+00 1.748099999999999987e+00
3.352100000000000080e+00 1.781300000000000106e+00
3.376100000000000101e+00 1.814699999999999980e+00
3.400100000000000122e+00 1.848200000000000065e+00
3.424100000000000144e+00 1.881899999999999906e+00
3.448100000000000165e+00 1.915699999999999958e+00
3.472100000000000186e+00 1.949799999999999978e+00
3.496100000000000207e+00 1.989700000000000024e+00
3.520100000000000229e+00 2.067800000000000082e+00
3.544100000000000250e+00 2.349899999999999878e+00
3.568100000000000271e+00 2.617399999999999949e+00
3.592100000000000293e+00 2.757600000000000051e+00
3.616100000000000314e+00 2.918299999999999894e+00
3.640100000000000335e+00 3.043400000000000105e+00
3.664100000000000357e+00 3.091600000000000126e+00
3.688100000000000378e+00 3.085700000000000109e+00
3.712100000000000399e+00 3.063800000000000079e+00
3.736100000000000421e+00 3.105100000000000193e+00
3.760100000000000442e+00 3.164000000000000146e+00
3.784100000000000463e+00 3.223899999999999988e+00
3.808100000000000485e+00 3.284800000000000164e+00
3.832100000000000506e+00 3.346600000000000019e+00
3.856100000000000527e+00 3.409499999999999975e+00
3.880099999999999660e+00 3.473300000000000054e+00
