# energy dos
-1.008999999999999897e+00 3.870430000000000348e+01
-9.849999999999998757e-01 4.508899999999999864e+01
-9.609999999999998543e-01 4.706069999999999709e+01
-9.369999999999998330e-01 3.949060000000000059e+01
-9.129999999999998117e-01 3.551659999999999684e+01
-8.889999999999997904e-01 4.084720000000000084e+01
-8.649999999999997691e-01 4.586500000000000199e+01
-8.409999999999997478e-01 4.571419999999999817e+01
-8.169999999999997264e-01 4.658370000000000033e+01
-7.929999999999997051e-01 3.725659999999999883e+01
-7.689999999999996838e-01 2.509130000000000038e+01
-7.449999999999996625e-01 3.666729999999999734e+01
-7.209999999999996412e-01 5.815559999999999974e+01
-6.969999999999996199e-01 4.195889999999999986e+01
-6.729999999999995985e-01 3.073979999999999890e+01
-6.489999999999995772e-01 2.420459999999999923e+01
-6.250000000000000000e-01 3.582110000000000127e+01
-6.009999999999999787e-01 3.517730000000000246e+01
-5.769999999999999574e-01 3.283870000000000289e+01
-5.529999999999999361e-01 2.903539999999999921e+01
-5.289999999999999147e-01 2.482880000000000109e+01
-5.049999999999998934e-01 2.314669999999999916e+01
-4.809999999999998721e-01 2.170009999999999906e+01
-4.569999999999998508e-01 2.026650000000000063e+01
-4.329999999999998295e-01 1.887679999999999936e+01
-4.089999999999998082e-01 1.775440000000000040e+01
-3.849999999999997868e-01 1.696679999999999922e+01
-3.609999999999997655e-01 1.665670000000000073e+01
-3.369999999999997442e-01 1.661230000000000118e+01
-3.129999999999997229e-01 1.639379999999999882e+01
-2.889999999999997016e-01 1.705580000000000140e+01
-2.649999999999996803e-01 1.941059999999999874e+01
-2.409999999999996589e-01 2.103650000000000020e+01
-2.169999999999996376e-01 2.236530000000000129e+01
-1.929999999999996163e-01 2.335820000000000007e+01
-1.689999999999995950e-01 1.701820000000000022e+01
-1.449999999999995737e-01 1.440489999999999959e+01
-1.209999999999999964e-01 1.174080000000000013e+01
-9.699999999999997513e-02 9.190799999999999415e+00
-7.299999999999995381e-02 6.473300000000000054e+00
-4.899999999999993250e-02 3.853699999999999903e+00
-2.499999999999991118e-02 2.140099999999999891e+00
-9.999999999998898659e-04 8.899999999999999925e-03
2.300000000000013145e-02 0.000000000000000000e+00
4.700000000000015277e-02 0.000000000000000000e+00
7.100000000000017408e-02 0.000000000000000000e+00
9.500000000000019540e-02 0.000000000000000000e+00
1.190000000000002167e-01 0.000000000000000000e+00
1.430000000000002380e-01 0.000000000000000000e+00
1.670000000000002593e-01 0.000000000000000000e+00
1.910000000000002807e-01 0.000000000000000000e+00
2.150000000000003020e-01 0.000000000000000000e+00
2.390000000000003233e-01 0.000000000000000000e+00
2.630000000000003446e-01 0.000000000000000000e+00
2.870000000000003659e-01 0.000000000000000000e+00
3.110000000000003872e-01 0.000000000000000000e+00
3.350000000000004086e-01 0.000000000000000000e+00
3.590000000000004299e-01 0.000000000000000000e+00
3.830000000000000071e-01 0.000000000000000000e+00
4.070000000000000284e-01 0.000000000000000000e+00
4.310000000000000497e-01 0.000000000000000000e+00
4.550000000000000711e-01 0.000000000000000000e+00
4.790000000000000924e-01 0.000000000000000000e+00
5.030000000000001137e-01 0.000000000000000000e+00
5.270000000000001350e-01 0.000000000000000000e+00
5.510000000000001563e-01 0.000000000000000000e+00
5.750000000000001776e-01 0.000000000000000000e+00
5.990000000000001990e-01 0.000000000000000000e+00
6.230000000000002203e-01 0.000000000000000000e+00
6.470000000000002416e-01 0.000000000000000000e+00
6.710000000000002629e-01 0.000000000000000000e+00
6.950000000000002842e-01 0.000000000000000000e+00
7.190000000000003055e-01 0.000000000000000000e+00
7.430000000000003268e-01 0.000000000000000000e+00
7.670000000000003482e-01 0.000000000000000000e+00
7.910000000000003695e-01 0.000000000000000000e+00
8.150000000000003908e-01 0.000000000000000000e+00
8.390000000000004121e-01 0.000000000000000000e+00
8.630000000000004334e-01 0.000000000000000000e+00
8.870000000000000107e-01 0.000000000000000000e+00
9.110000000000000320e-01 0.000000000000000000e+00
9.350000000000000533e-01 0.000000000000000000e+00
9.590000000000000746e-01 0.000000000000000000e+00
9.830000000000000959e-01 0.000000000000000000e+00
1.007000000000000117e+00 0.000000000000000000e+00
1.031000000000000139e+00 0.000000000000000000e+00
1.055000000000000160e+00 0.000000000000000000e+00
1.079000000000000181e+00 0.000000000000000000e+00
1.103000000000000203e+00 0.000000000000000000e+00
1.127000000000000224e+00 0.000000000000000000e+00
1.151000000000000245e+00 0.000000000000000000e+00
1.175000000000000266e+00 0.000000000000000000e+00
1.199000000000000288e+00 0.000000000000000000e+00
1.223000000000000309e+00 0.000000000000000000e+00
1.247000000000000330e+00 0.000000000000000000e+00
1.271000000000000352e+00 0.000000000000000000e+00
1.295000000000000373e+00 0.000000000000000000e+00
1.319000000000000394e+00 0.000000000000000000e+00
1.343000000000000416e+00 0.000000000000000000e+00
1.367000000000000437e+00 0.000000000000000000e+00
1.391000000000000458e+00 0.000000000000000000e+00
1.415000000000000480e+00 0.000000000000000000e+00
1.439000000000000501e+00 0.000000000000000000e+00
1.463000000000000522e+00 0.000000000000000000e+00
1.487000000000000544e+00 0.000000000000000000e+00
1.511000000000000565e+00 0.000000000000000000e+00
1.535000000000000586e+00 0.000000000000000000e+00
1.559000000000000608e+00 0.000000000000000000e+00
1.583000000000000629e+00 0.000000000000000000e+00
1.607000000000000650e+00 0.000000000000000000e+00
1.630999999999999783e+00 0.000000000000000000e+00
1.654999999999999805e+00 0.000000000000000000e+00
1.678999999999999826e+00 0.000000000000000000e+00
1.702999999999999847e+00 0.000000000000000000e+00
1.726999999999999869e+00 0.000000000000000000e+00
1.750999999999999890e+00 0.000000000000000000e+00
1.774999999999999911e+00 0.000000000000000000e+00
1.798999999999999932e+00 0.000000000000000000e+00
1.822999999999999954e+00 0.000000000000000000e+00
1.846999999999999975e+00 0.000000000000000000e+00
1.870999999999999996e+00 0.000000000000000000e+00
1.895000000000000018e+00 0.000000000000000000e+00
1.919000000000000039e+00 0.000000000000000000e+00
1.943000000000000060e+00 0.000000000000000000e+00
1.967000000000000082e+00 0.000000000000000000e+00
1.991000000000000103e+00 0.000000000000000000e+00
2.015000000000000124e+00 0.000000000000000000e+00
2.039000000000000146e+00 0.000000000000000000e+00
2.063000000000000167e+00 0.000000000000000000e+00
2.087000000000000188e+00 0.000000000000000000e+00
2.111000000000000210e+00 0.000000000000000000e+00
2.135000000000000231e+00 0.000000000000000000e+00
2.159000000000000252e+00 0.000000000000000000e+00
2.183000000000000274e+00 0.000000000000000000e+00
2.207000000000000295e+00 0.000000000000000000e+00
2.231000000000000316e+00 0.000000000000000000e+00
2.255000000000000338e+00 1.887999999999999956e-01
2.279000000000000359e+00 7.288000000000000034e-01
2.303000000000000380e+00 9.695000000000000284e-01
2.327000000000000401e+00 1.345199999999999951e+00
2.351000000000000423e+00 1.855900000000000105e+00
2.375000000000000444e+00 2.504500000000000171e+00
2.399000000000000465e+00 3.111499999999999932e+00
2.423000000000000487e+00 3.708800000000000097e+00
2.447000000000000508e+00 4.335700000000000109e+00
2.471000000000000529e+00 4.992600000000000371e+00
2.495000000000000551e+00 5.679499999999999993e+00
2.519000000000000572e+00 6.396300000000000097e+00
2.543000000000000593e+00 7.143099999999999561e+00
2.567000000000000615e+00 8.008599999999999497e+00
2.591000000000000636e+00 9.568400000000000460e+00
2.615000000000000657e+00 1.094790000000000063e+01
2.638999999999999790e+00 1.259479999999999933e+01
2.662999999999999812e+00 1.200070000000000014e+01
2.686999999999999833e+00 1.138809999999999967e+01
2.710999999999999854e+00 1.152330000000000076e+01
2.734999999999999876e+00 1.163380000000000081e+01
2.758999999999999897e+00 1.156630000000000003e+01
2.782999999999999918e+00 1.131230000000000047e+01
2.806999999999999940e+00 1.095570000000000022e+01
2.830999999999999961e+00 1.069040000000000035e+01
2.854999999999999982e+00 1.016499999999999915e+01
2.879000000000000004e+00 1.041210000000000058e+01
2.903000000000000025e+00 1.073370000000000068e+01
2.927000000000000046e+00 1.070250000000000057e+01
2.951000000000000068e+00 1.102430000000000021e+01
2.975000000000000089e+00 1.135469999999999935e+01
2.999000000000000110e+00 1.169379999999999953e+01
3.023000000000000131e+00 1.204160000000000075e+01
3.047000000000000153e+00 1.239819999999999922e+01
3.071000000000000174e+00 1.276340000000000074e+01
3.095000000000000195e+00 1.313729999999999976e+01
3.119000000000000217e+00 1.351989999999999981e+01
3.143000000000000238e+00 1.391119999999999912e+01
3.167000000000000259e+00 1.431119999999999948e+01
3.191000000000000281e+00 1.471990000000000087e+01
3.215000000000000302e+00 1.513729999999999976e+01
3.239000000000000323e+00 1.598460000000000036e+01
3.263000000000000345e+00 1.816219999999999857e+01
3.287000000000000366e+00 1.675019999999999953e+01
3.311000000000000387e+00 1.520149999999999935e+01
3.335000000000000409e+00 1.678099999999999881e+01
3.359000000000000430e+00 2.137450000000000117e+01
3.383000000000000451e+00 1.657750000000000057e+01
3.407000000000000473e+00 1.669399999999999906e+01
3.431000000000000494e+00 1.655760000000000076e+01
3.455000000000000515e+00 2.526839999999999975e+01
3.479000000000000536e+00 1.972899999999999920e+01
3.503000000000000558e+00 1.913569999999999993e+01
3.527000000000000579e+00 1.854870000000000019e+01
3.551000000000000600e+00 1.796790000000000020e+01
3.575000000000000622e+00 1.739339999999999975e+01
3.599000000000000643e+00 1.682509999999999906e+01
3.622999999999999776e+00 1.626300000000000168e+01
3.646999999999999797e+00 1.570909999999999940e+01
3.670999999999999819e+00 1.543730000000000047e+01
3.694999999999999840e+00 1.582269999999999932e+01
3.718999999999999861e+00 1.615330000000000155e+01
3.742999999999999883e+00 1.636580000000000013e+01
3.766999999999999904e+00 1.708010000000000161e+01
3.790999999999999925e+00 2.024439999999999884e+01
3.814999999999999947e+00 2.249510000000000076e+01
3.838999999999999968e+00 2.576989999999999981e+01
3.862999999999999989e+00 3.854099999999999682e+01
3.887000000000000011e+00 4.962720000000000198e+01
3.911000000000000032e+00 6.115270000000000294e+01
3.935000000000000053e+00 3.764620000000000033e+01
3.959000000000000075e+00 4.083780000000000143e+01
3.983000000000000096e+00 4.500090000000000146e+01
4.006999999999999673e+00 4.317580000000000240e+01
4.031000000000000583e+00 4.216550000000000153e+01
4.054999999999999716e+00 4.216020000000000323e+01
4.079000000000000625e+00 4.434440000000000026e+01
4.102999999999999758e+00 4.714000000000000057e+01
4.127000000000000668e+00 5.322370000000000090e+01
4.150999999999999801e+00 5.563060000000000116e+01
4.175000000000000711e+00 4.587019999999999698e+01
4.198999999999999844e+00 4.961959999999999837e+01
4.223000000000000753e+00 3.359720000000000084e+01
4.246999999999999886e+00 2.549340000000000117e+01
4.271000000000000796e+00 2.954650000000000176e+01
4.294999999999999929e+00 2.926350000000000051e+01
4.319000000000000838e+00 3.168440000000000012e+01
4.342999999999999972e+00 3.001999999999999957e+01
4.367000000000000881e+00 2.962719999999999843e+01
4.391000000000000014e+00 3.020540000000000092e+01
4.415000000000000924e+00 2.944300000000000139e+01
4.439000000000000057e+00 2.789740000000000109e+01
4.463000000000000966e+00 2.683289999999999864e+01
4.487000000000000099e+00 3.097009999999999863e+01
4.511000000000001009e+00 4.325840000000000174e+01
4.535000000000000142e+00 1.685109999999999886e+01
4.559000000000001052e+00 1.974149999999999849e+01
4.583000000000000185e+00 1.719859999999999900e+01
4.607000000000001094e+00 1.390179999999999971e+01
4.631000000000000227e+00 8.975199999999999179e+00
4.654999999999999361e+00 7.894899999999999807e+00
4.679000000000000270e+00 2.036300000000000221e+00
4.702999999999999403e+00 3.391099999999999781e+00
4.727000000000000313e+00 4.619699999999999918e+00
4.750999999999999446e+00 5.557599999999999874e+00
4.775000000000000355e+00 6.837600000000000122e+00
4.798999999999999488e+00 8.330299999999999372e+00
4.823000000000000398e+00 1.077660000000000018e+01
4.846999999999999531e+00 1.090160000000000018e+01
4.871000000000000441e+00 8.375299999999999301e+00
4.894999999999999574e+00 8.461700000000000443e+00
4.919000000000000483e+00 8.556800000000000850e+00
4.943000000000001393e+00 8.660600000000000520e+00
4.967000000000000526e+00 8.772899999999999920e+00
4.991000000000001435e+00 8.894000000000000128e+00
5.015000000000000568e+00 9.023600000000000065e+00
5.039000000000001478e+00 9.162300000000000111e+00
5.063000000000000611e+00 9.333000000000000185e+00
5.087000000000001521e+00 9.529099999999999682e+00
5.111000000000000654e+00 9.735799999999999343e+00
5.134999999999999787e+00 9.953300000000000480e+00
5.159000000000000696e+00 1.018149999999999977e+01
5.182999999999999829e+00 1.063380000000000081e+01
5.207000000000000739e+00 1.152909999999999968e+01
5.230999999999999872e+00 1.286739999999999995e+01
5.255000000000000782e+00 1.692999999999999972e+01
5.278999999999999915e+00 1.116510000000000069e+01
5.303000000000000824e+00 1.003609999999999935e+01
5.326999999999999957e+00 9.669399999999999551e+00
5.351000000000000867e+00 9.350300000000000722e+00
5.375000000000000000e+00 9.078799999999999315e+00
5.399000000000000909e+00 8.855000000000000426e+00
5.423000000000000043e+00 8.678800000000000736e+00
5.447000000000000952e+00 9.528900000000000148e+00
5.471000000000000085e+00 1.230330000000000013e+01
5.495000000000000995e+00 1.052890000000000015e+01
5.519000000000000128e+00 9.364399999999999835e+00
5.543000000000001037e+00 9.033400000000000318e+00
5.567000000000000171e+00 8.830999999999999517e+00
5.591000000000001080e+00 8.634100000000000108e+00
5.615000000000000213e+00 8.442700000000000315e+00
5.639000000000001123e+00 8.256899999999999906e+00
5.663000000000000256e+00 8.076499999999999346e+00
5.687000000000001165e+00 7.901699999999999946e+00
5.711000000000000298e+00 9.372999999999999332e+00
5.735000000000001208e+00 9.708600000000000563e+00
5.759000000000000341e+00 8.560700000000000642e+00
5.783000000000001251e+00 6.435399999999999565e+00
5.807000000000000384e+00 6.192000000000000171e+00
5.831000000000001293e+00 5.636999999999999567e+00
5.855000000000000426e+00 5.270699999999999719e+00
5.879000000000001336e+00 4.973499999999999588e+00
5.903000000000000469e+00 4.745099999999999874e+00
5.927000000000001378e+00 4.585399999999999920e+00
5.951000000000000512e+00 4.504699999999999704e+00
5.975000000000001421e+00 4.540399999999999991e+00
5.999000000000000554e+00 4.688799999999999635e+00
6.023000000000001464e+00 4.937700000000000422e+00
6.047000000000000597e+00 5.305799999999999628e+00
6.071000000000001506e+00 6.091999999999999638e+00
6.095000000000000639e+00 7.292500000000000426e+00
6.118999999999999773e+00 9.164799999999999613e+00
6.143000000000000682e+00 8.948600000000000776e+00
6.166999999999999815e+00 8.764699999999999491e+00
6.191000000000000725e+00 8.959300000000000708e+00
6.214999999999999858e+00 9.762800000000000367e+00
6.239000000000000767e+00 1.231160000000000032e+01
6.262999999999999901e+00 1.177880000000000038e+01
